wconfid,pctid,y,z,time
1,70,-3.215,-0.238,0 days 08:59:16
1,70,0.004,0.305,0 days 08:59:17
1,70,0.156,-0.449,0 days 08:59:18
1,70,0.57,0.023,0 days 08:59:19
1,70,0.387,-0.012,0 days 08:59:20
1,70,-0.09,-0.359,0 days 08:59:21
1,70,-0.227,0.277,0 days 08:59:22
1,70,0.012,-0.727,0 days 08:59:23
1,70,0.195,-0.047,0 days 08:59:24
1,70,0.324,0.168,0 days 08:59:25
1,70,-0.203,0.547,0 days 08:59:26
1,70,0.563,-0.469,0 days 08:59:27
1,70,0.359,-0.289,0 days 08:59:28
1,70,0.156,0.141,0 days 08:59:29
1,70,-3.23,0.027,0 days 08:59:30
1,70,-0.172,0.164,0 days 08:59:31
1,70,0.254,-0.383,0 days 08:59:32
1,70,0.637,-0.047,0 days 08:59:33
1,70,0.297,-0.004,0 days 08:59:34
1,70,-0.25,-0.234,0 days 08:59:35
1,70,-0.199,0.215,0 days 08:59:36
1,70,0.145,-0.531,0 days 08:59:37
1,70,0.363,-0.137,0 days 08:59:38
1,70,-0.102,-0.051,0 days 08:59:39
1,70,-0.125,-0.031,0 days 08:59:40
1,70,0.563,-0.742,0 days 08:59:41
1,70,1.129,-0.324,0 days 08:59:42
1,70,0.121,0.023,0 days 08:59:43
1,70,-1.355,0.234,0 days 08:59:44
1,70,-0.145,-0.242,0 days 08:59:45
1,70,0.043,-0.527,0 days 08:59:46
1,70,0.242,-0.449,0 days 08:59:47
1,70,1.176,0.797,0 days 08:59:48
1,70,-0.09,0.168,0 days 08:59:49
1,70,0.0,-0.605,0 days 08:59:50
1,70,0.359,-0.438,0 days 08:59:51
1,70,0.035,-0.359,0 days 08:59:52
1,70,-1.449,0.535,0 days 08:59:53
1,70,-0.215,-0.395,0 days 08:59:54
1,70,0.563,-0.59,0 days 08:59:55
1,70,0.801,-0.305,0 days 08:59:56
1,70,0.215,-0.047,0 days 08:59:57
1,70,-0.543,-0.453,0 days 08:59:58
1,70,-0.359,0.273,0 days 08:59:59
1,70,0.102,-0.848,0 days 09:00:00
1,70,0.184,-0.051,0 days 09:00:01
1,70,0.277,0.078,0 days 09:00:02
1,70,-0.398,-0.113,0 days 09:00:03
1,70,0.641,-0.586,0 days 09:00:04
1,70,0.668,-0.137,0 days 09:00:05
1,70,0.164,0.152,0 days 09:00:06
1,70,-3.227,-0.422,0 days 09:00:07
1,70,-0.016,0.414,0 days 09:00:08
1,70,-0.051,-0.629,0 days 09:00:09
1,70,0.23,-0.207,0 days 09:00:10
1,70,0.793,0.395,0 days 09:00:11
1,70,0.164,0.355,0 days 09:00:12
1,70,-0.16,0.27,0 days 09:00:13
1,70,0.043,-0.629,0 days 09:00:14
1,70,0.09,-0.148,0 days 09:00:15
1,70,-0.082,-0.098,0 days 09:00:16
1,70,-0.125,0.094,0 days 09:00:17
1,70,0.617,-0.887,0 days 09:00:18
1,70,0.848,-0.086,0 days 09:00:19
1,70,0.176,0.152,0 days 09:00:20
1,70,-2.547,-0.246,0 days 09:00:21
1,70,-0.18,-0.184,0 days 09:00:22
1,70,0.012,-0.484,0 days 09:00:23
1,70,0.168,-0.438,0 days 09:00:24
1,70,1.227,0.676,0 days 09:00:25
1,70,0.059,0.434,0 days 09:00:26
1,70,-0.309,-0.363,0 days 09:00:27
1,70,0.297,-0.59,0 days 09:00:28
1,70,-0.039,-0.336,0 days 09:00:29
1,70,-2.219,0.277,0 days 09:00:30
1,70,-0.125,-0.434,0 days 09:00:31
1,70,0.355,-0.496,0 days 09:00:32
1,70,0.594,-0.047,0 days 09:00:33
1,70,0.012,0.027,0 days 09:00:34
1,70,-0.668,-0.469,0 days 09:00:35
1,70,-0.207,0.176,0 days 09:00:36
1,70,0.098,-0.734,0 days 09:00:37
1,70,0.172,-0.055,0 days 09:00:38
1,70,0.488,0.109,0 days 09:00:39
1,70,-0.457,-0.176,0 days 09:00:40
1,70,0.535,-0.461,0 days 09:00:41
1,70,0.789,-0.246,0 days 09:00:42
1,70,0.172,0.125,0 days 09:00:43
1,70,-2.937,0.152,0 days 09:00:44
1,70,0.125,0.016,0 days 09:00:45
1,70,0.359,-0.449,0 days 09:00:46
1,70,0.762,-0.109,0 days 09:00:47
1,70,-0.008,0.043,0 days 09:00:48
1,70,-0.266,-0.352,0 days 09:00:49
1,70,-0.227,0.152,0 days 09:00:50
1,70,0.043,-0.578,0 days 09:00:51
1,70,0.117,-0.078,0 days 09:00:52
1,70,-0.043,0.035,0 days 09:00:53
1,70,-0.059,0.598,0 days 09:00:54
1,70,0.445,-0.719,0 days 09:00:55
1,70,0.703,-0.094,0 days 09:00:56
1,70,0.141,0.109,0 days 09:00:57
1,70,-3.195,-0.285,0 days 09:00:58
1,70,-0.043,0.156,0 days 09:00:59
1,70,-0.102,-0.574,0 days 09:01:00
1,70,0.352,-0.387,0 days 09:01:01
1,70,1.004,0.688,0 days 09:01:02
1,70,0.289,0.566,0 days 09:01:03
1,70,-0.187,0.047,0 days 09:01:04
1,70,0.121,-0.547,0 days 09:01:05
1,70,0.453,-0.082,0 days 09:01:06
1,70,-0.293,0.203,0 days 09:01:07
1,70,-0.059,0.305,0 days 09:01:08
1,70,0.582,-0.875,0 days 09:01:09
1,70,0.746,-0.102,0 days 09:01:10
1,70,0.063,0.066,0 days 09:01:11
1,70,-2.461,-0.195,0 days 09:01:12
1,70,-0.121,-0.191,0 days 09:01:13
1,70,-0.148,-0.527,0 days 09:01:14
1,70,0.121,-0.367,0 days 09:01:15
1,70,1.477,0.551,0 days 09:01:16
1,70,0.164,-0.09,0 days 09:01:17
1,70,-0.02,-0.57,0 days 09:01:18
1,70,0.359,-0.758,0 days 09:01:19
1,70,0.055,-0.051,0 days 09:01:20
1,70,-2.09,0.285,0 days 09:01:21
1,70,-0.176,-0.242,0 days 09:01:22
1,70,0.004,-0.645,0 days 09:01:23
1,70,0.691,0.02,0 days 09:01:24
1,70,0.094,-0.004,0 days 09:01:25
1,70,-0.223,-0.336,0 days 09:01:26
1,70,-0.18,0.172,0 days 09:01:27
1,70,-0.113,-0.582,0 days 09:01:28
1,70,0.453,-0.074,0 days 09:01:29
1,70,-0.496,0.52,0 days 09:01:30
1,70,-0.254,0.059,0 days 09:01:31
1,70,0.512,-0.863,0 days 09:01:32
1,70,0.789,-0.098,0 days 09:01:33
1,70,0.008,0.063,0 days 09:01:34
1,70,-2.223,-0.082,0 days 09:01:35
1,70,-0.031,-0.258,0 days 09:01:36
1,70,-0.125,-0.598,0 days 09:01:37
1,70,0.152,-0.27,0 days 09:01:38
1,70,1.359,0.281,0 days 09:01:39
1,70,0.023,0.203,0 days 09:01:40
1,70,-0.184,-0.5,0 days 09:01:41
1,70,0.258,-0.496,0 days 09:01:42
1,70,-0.141,-0.094,0 days 09:01:43
1,70,-2.656,0.09,0 days 09:01:44
1,70,-0.023,-0.117,0 days 09:01:45
1,70,-0.063,-0.625,0 days 09:01:46
1,70,0.258,-0.227,0 days 09:01:47
1,70,0.688,0.332,0 days 09:01:48
1,70,0.133,0.238,0 days 09:01:49
1,70,-0.234,0.273,0 days 09:01:50
1,70,-0.063,-0.734,0 days 09:01:51
1,70,0.395,-0.176,0 days 09:01:52
1,70,-0.297,0.184,0 days 09:01:53
1,70,-0.023,0.371,0 days 09:01:54
1,70,0.492,-0.895,0 days 09:01:55
1,70,0.754,-0.098,0 days 09:01:56
1,70,0.172,0.105,0 days 09:01:57
1,70,-2.605,-0.414,0 days 09:01:58
1,70,-0.066,-0.086,0 days 09:01:59
1,70,-0.063,-0.535,0 days 09:02:00
1,70,0.125,-0.41,0 days 09:02:01
1,70,1.312,0.777,0 days 09:02:02
1,70,0.176,0.613,0 days 09:02:03
1,70,-0.348,-0.27,0 days 09:02:04
1,70,0.465,-0.434,0 days 09:02:05
1,70,0.109,-0.168,0 days 09:02:06
1,70,-0.871,0.66,0 days 09:02:07
1,70,-0.07,-0.516,0 days 09:02:08
1,70,0.555,-0.625,0 days 09:02:09
1,70,0.758,-0.074,0 days 09:02:10
1,70,-0.074,0.016,0 days 09:02:11
1,70,-0.176,-0.43,0 days 09:02:12
1,70,-0.285,0.262,0 days 09:02:13
1,70,0.016,-0.668,0 days 09:02:14
1,70,0.07,-0.094,0 days 09:02:15
1,70,0.258,0.227,0 days 09:02:16
1,70,-0.141,0.012,0 days 09:02:17
1,70,-0.063,-0.254,0 days 09:02:18
1,70,0.66,-0.418,0 days 09:02:19
1,70,0.133,-0.035,0 days 09:02:20
1,70,-2.695,-0.398,0 days 09:02:21
1,70,-0.008,0.273,0 days 09:02:22
1,70,0.309,-0.598,0 days 09:02:23
1,70,0.383,-0.422,0 days 09:02:24
1,70,0.637,0.445,0 days 09:02:25
1,70,0.145,0.285,0 days 09:02:26
1,70,-0.141,0.133,0 days 09:02:27
1,70,0.129,-0.633,0 days 09:02:28
1,70,0.41,-0.133,0 days 09:02:29
1,70,-0.078,0.098,0 days 09:02:30
1,70,-0.148,0.5,0 days 09:02:31
1,70,0.352,-0.52,0 days 09:02:32
1,70,0.785,-0.129,0 days 09:02:33
1,70,0.094,-0.027,0 days 09:02:34
1,70,-1.992,0.223,0 days 09:02:35
1,70,-0.016,-0.016,0 days 09:02:36
1,70,0.094,-0.484,0 days 09:02:37
1,70,0.266,-0.418,0 days 09:02:38
1,70,0.852,0.633,0 days 09:02:39
1,70,0.219,0.598,0 days 09:02:40
1,70,-0.176,-0.195,0 days 09:02:41
1,70,0.309,-0.492,0 days 09:02:42
1,70,0.246,-0.25,0 days 09:02:43
1,70,-0.457,0.684,0 days 09:02:44
1,70,0.016,0.055,0 days 09:02:45
1,70,0.477,-0.742,0 days 09:02:46
1,70,0.906,-0.117,0 days 09:02:47
1,70,0.156,0.141,0 days 09:02:48
1,70,-2.547,-0.285,0 days 09:02:49
1,70,0.027,0.176,0 days 09:02:50
1,70,0.047,-0.656,0 days 09:02:51
1,70,0.395,-0.141,0 days 09:02:52
1,70,0.852,0.312,0 days 09:02:53
1,70,0.078,-0.031,0 days 09:02:54
1,70,-0.27,0.078,0 days 09:02:55
1,70,0.047,-0.82,0 days 09:02:56
1,70,0.191,-0.109,0 days 09:02:57
1,70,-0.332,0.258,0 days 09:02:58
1,70,-0.336,0.266,0 days 09:02:59
1,70,0.602,-0.605,0 days 09:03:00
1,70,0.867,-0.125,0 days 09:03:01
1,70,0.086,0.121,0 days 09:03:02
1,70,-2.562,-0.309,0 days 09:03:03
1,70,-0.012,0.242,0 days 09:03:04
1,70,-0.02,-0.609,0 days 09:03:05
1,70,0.277,-0.414,0 days 09:03:06
1,70,0.852,0.699,0 days 09:03:07
1,70,0.203,0.547,0 days 09:03:08
1,70,-0.152,0.145,0 days 09:03:09
1,70,0.156,-0.492,0 days 09:03:10
1,70,0.348,-0.07,0 days 09:03:11
1,70,-0.438,0.652,0 days 09:03:12
1,70,0.102,0.492,0 days 09:03:13
1,70,0.574,-0.477,0 days 09:03:14
1,70,0.723,-0.207,0 days 09:03:15
1,70,0.0,0.145,0 days 09:03:16
1,70,-2.832,-0.363,0 days 09:03:17
1,70,-0.082,0.348,0 days 09:03:18
1,70,-0.066,-0.637,0 days 09:03:19
1,70,0.375,-0.406,0 days 09:03:20
1,70,0.934,0.703,0 days 09:03:21
1,70,0.133,0.254,0 days 09:03:22
1,70,-0.16,0.199,0 days 09:03:23
1,70,0.016,-0.645,0 days 09:03:24
1,70,0.41,-0.133,0 days 09:03:25
1,70,-0.445,0.496,0 days 09:03:26
1,70,-0.059,0.559,0 days 09:03:27
1,70,0.363,-0.672,0 days 09:03:28
1,70,0.895,-0.125,0 days 09:03:29
1,70,0.184,0.09,0 days 09:03:30
1,70,-2.496,-0.223,0 days 09:03:31
1,70,-0.09,0.105,0 days 09:03:32
1,70,0.125,-0.578,0 days 09:03:33
1,70,0.414,-0.391,0 days 09:03:34
1,70,0.941,0.602,0 days 09:03:35
1,70,0.059,0.602,0 days 09:03:36
1,70,-0.254,0.215,0 days 09:03:37
1,70,-0.031,-0.676,0 days 09:03:38
1,70,0.277,-0.07,0 days 09:03:39
1,70,-0.172,0.684,0 days 09:03:40
1,70,0.066,0.262,0 days 09:03:41
1,70,0.523,-0.563,0 days 09:03:42
1,70,0.777,-0.156,0 days 09:03:43
1,70,0.16,0.086,0 days 09:03:44
1,70,-2.66,-0.352,0 days 09:03:45
1,70,-0.031,0.219,0 days 09:03:46
1,70,0.066,-0.648,0 days 09:03:47
1,70,0.352,-0.367,0 days 09:03:48
1,70,0.805,0.535,0 days 09:03:49
1,70,0.082,0.492,0 days 09:03:50
1,70,-0.164,0.148,0 days 09:03:51
1,70,0.07,-0.637,0 days 09:03:52
1,70,0.379,-0.059,0 days 09:03:53
1,70,-0.133,0.113,0 days 09:03:54
1,70,-0.102,0.461,0 days 09:03:55
1,70,0.582,-0.488,0 days 09:03:56
1,70,0.578,-0.172,0 days 09:03:57
1,70,0.094,0.117,0 days 09:03:58
1,70,-3.012,-0.367,0 days 09:03:59
1,70,-0.043,0.316,0 days 09:04:00
1,70,-0.016,-0.641,0 days 09:04:01
1,70,0.281,-0.449,0 days 09:04:02
1,70,0.793,0.43,0 days 09:04:03
1,70,0.164,0.219,0 days 09:04:04
1,70,-0.215,0.246,0 days 09:04:05
1,70,0.078,-0.637,0 days 09:04:06
1,70,0.187,-0.129,0 days 09:04:07
1,70,0.035,0.465,0 days 09:04:08
1,70,-0.176,0.621,0 days 09:04:09
1,70,0.523,-0.508,0 days 09:04:10
1,70,0.586,-0.234,0 days 09:04:11
1,70,0.195,0.109,0 days 09:04:12
1,70,-3.324,-0.18,0 days 09:04:13
1,70,0.043,0.305,0 days 09:04:14
1,70,0.113,-0.449,0 days 09:04:15
1,70,0.512,-0.016,0 days 09:04:16
1,70,0.406,0.094,0 days 09:04:17
1,70,-0.242,-0.379,0 days 09:04:18
1,70,-0.273,0.187,0 days 09:04:19
1,70,0.012,-0.793,0 days 09:04:20
1,70,0.215,-0.105,0 days 09:04:21
1,70,0.125,0.27,0 days 09:04:22
1,70,-0.332,0.57,0 days 09:04:23
1,70,0.52,-0.484,0 days 09:04:24
1,70,0.457,-0.301,0 days 09:04:25
1,70,0.258,0.09,0 days 09:04:26
1,70,-3.211,0.125,0 days 09:04:27
1,70,-0.25,0.094,0 days 09:04:28
1,70,0.25,-0.434,0 days 09:04:29
1,70,0.578,-0.094,0 days 09:04:30
1,70,0.426,0.023,0 days 09:04:31
1,70,-0.348,-0.41,0 days 09:04:32
1,70,-0.207,0.172,0 days 09:04:33
1,70,0.027,-0.77,0 days 09:04:34
1,70,0.18,-0.07,0 days 09:04:35
1,70,0.43,0.055,0 days 09:04:36
1,70,-0.508,0.406,0 days 09:04:37
1,70,0.387,-0.531,0 days 09:04:38
1,70,0.527,-0.414,0 days 09:04:39
1,70,0.109,0.094,0 days 09:04:40
1,70,-3.07,0.187,0 days 09:04:41
1,70,-0.43,0.02,0 days 09:04:42
1,70,0.344,-0.453,0 days 09:04:43
1,70,0.77,-0.121,0 days 09:04:44
1,70,0.582,-0.023,0 days 09:04:45
1,70,-0.348,-0.246,0 days 09:04:46
1,70,-0.203,0.203,0 days 09:04:47
1,70,0.031,-0.641,0 days 09:04:48
1,70,0.43,-0.117,0 days 09:04:49
1,70,-0.117,0.023,0 days 09:04:50
1,70,-0.023,0.516,0 days 09:04:51
1,70,0.449,-0.734,0 days 09:04:52
1,70,0.891,-0.152,0 days 09:04:53
1,70,0.129,0.07,0 days 09:04:54
1,70,-3.191,-0.121,0 days 09:04:55
1,70,-0.066,0.105,0 days 09:04:56
1,70,0.121,-0.598,0 days 09:04:57
1,70,0.363,-0.418,0 days 09:04:58
1,70,0.965,0.348,0 days 09:04:59
1,70,0.164,0.121,0 days 09:05:00
1,70,-0.191,0.191,0 days 09:05:01
1,70,0.07,-0.68,0 days 09:05:02
1,70,0.449,-0.105,0 days 09:05:03
1,70,-0.008,0.379,0 days 09:05:04
1,70,-0.023,0.551,0 days 09:05:05
1,70,0.563,-0.586,0 days 09:05:06
1,70,0.777,-0.172,0 days 09:05:07
1,70,0.27,0.043,0 days 09:05:08
1,70,-3.297,-0.262,0 days 09:05:09
1,70,0.027,0.184,0 days 09:05:10
1,70,-0.113,-0.652,0 days 09:05:11
1,70,0.449,-0.43,0 days 09:05:12
1,70,0.711,0.32,0 days 09:05:13
1,70,0.105,0.004,0 days 09:05:14
1,70,-0.082,0.207,0 days 09:05:15
1,70,0.141,-0.602,0 days 09:05:16
1,70,0.441,-0.086,0 days 09:05:17
1,70,0.25,0.187,0 days 09:05:18
1,70,-0.262,-0.105,0 days 09:05:19
1,70,0.602,-0.563,0 days 09:05:20
1,70,0.629,-0.145,0 days 09:05:21
1,70,0.289,0.07,0 days 09:05:22
1,70,-3.215,-0.344,0 days 09:05:23
1,70,-0.004,0.281,0 days 09:05:24
1,70,0.125,-0.617,0 days 09:05:25
1,70,0.441,-0.371,0 days 09:05:26
1,70,0.531,0.262,0 days 09:05:27
1,70,0.0,-0.156,0 days 09:05:28
1,70,-0.309,0.195,0 days 09:05:29
1,70,0.152,-0.617,0 days 09:05:30
1,70,0.277,-0.102,0 days 09:05:31
1,70,-0.203,0.094,0 days 09:05:32
1,70,-0.02,0.441,0 days 09:05:33
1,70,0.563,-0.816,0 days 09:05:34
1,70,0.949,-0.145,0 days 09:05:35
1,70,0.172,0.141,0 days 09:05:36
1,70,-3.23,-0.332,0 days 09:05:37
1,70,-0.09,-0.008,0 days 09:05:38
1,70,-0.07,-0.551,0 days 09:05:39
1,70,0.227,-0.445,0 days 09:05:40
1,70,1.387,0.691,0 days 09:05:41
1,70,-0.105,0.121,0 days 09:05:42
1,70,-0.223,-0.668,0 days 09:05:43
1,70,0.391,-0.508,0 days 09:05:44
1,70,-0.051,-0.055,0 days 09:05:45
1,70,-2.629,-0.223,0 days 09:05:46
1,70,-0.078,0.32,0 days 09:05:47
1,70,-0.063,-0.695,0 days 09:05:48
1,70,0.34,-0.461,0 days 09:05:49
1,70,0.707,0.449,0 days 09:05:50
1,70,0.184,0.211,0 days 09:05:51
1,70,-0.02,0.223,0 days 09:05:52
1,70,0.184,-0.625,0 days 09:05:53
1,70,0.266,-0.121,0 days 09:05:54
1,70,0.125,0.008,0 days 09:05:55
1,70,-0.082,0.129,0 days 09:05:56
1,70,0.508,-0.492,0 days 09:05:57
1,70,0.645,-0.246,0 days 09:05:58
1,70,0.199,0.117,0 days 09:05:59
1,70,-2.492,-0.168,0 days 09:06:00
1,70,-0.004,0.285,0 days 09:06:01
1,70,-0.133,-0.668,0 days 09:06:02
1,70,0.328,-0.449,0 days 09:06:03
1,70,0.762,0.301,0 days 09:06:04
1,70,0.031,-0.008,0 days 09:06:05
1,70,-0.277,0.043,0 days 09:06:06
1,70,0.281,-0.543,0 days 09:06:07
1,70,0.191,-0.117,0 days 09:06:08
1,70,-0.391,0.359,0 days 09:06:09
1,70,0.164,0.27,0 days 09:06:10
1,70,0.559,-0.594,0 days 09:06:11
1,70,0.738,-0.082,0 days 09:06:12
1,70,0.172,0.066,0 days 09:06:13
1,70,-3.164,0.043,0 days 09:06:14
1,70,-0.02,0.109,0 days 09:06:15
1,70,0.031,-0.605,0 days 09:06:16
1,70,0.352,0.0,0 days 09:06:17
1,70,0.355,0.035,0 days 09:06:18
1,70,-0.715,-0.438,0 days 09:06:19
1,70,-0.242,0.223,0 days 09:06:20
1,70,0.059,-0.73,0 days 09:06:21
1,70,0.16,-0.063,0 days 09:06:22
1,70,0.332,0.082,0 days 09:06:23
1,70,-0.398,-0.098,0 days 09:06:24
1,70,0.547,-0.512,0 days 09:06:25
1,70,0.699,-0.129,0 days 09:06:26
1,70,0.152,0.152,0 days 09:06:27
1,70,-3.176,0.156,0 days 09:06:28
1,70,-0.051,-0.004,0 days 09:06:29
1,70,-0.012,-0.617,0 days 09:06:30
1,70,0.293,-0.25,0 days 09:06:31
1,70,0.797,0.395,0 days 09:06:32
1,70,0.211,0.316,0 days 09:06:33
1,70,-0.141,0.227,0 days 09:06:34
1,70,0.09,-0.598,0 days 09:06:35
1,70,0.102,-0.16,0 days 09:06:36
1,70,-0.082,-0.02,0 days 09:06:37
1,70,-0.082,0.043,0 days 09:06:38
1,70,0.5,-0.93,0 days 09:06:39
1,70,0.793,-0.141,0 days 09:06:40
1,70,0.035,0.094,0 days 09:06:41
1,70,-2.5,-0.227,0 days 09:06:42
1,70,-0.148,-0.176,0 days 09:06:43
1,70,0.004,-0.531,0 days 09:06:44
1,70,0.187,-0.418,0 days 09:06:45
1,70,1.199,0.781,0 days 09:06:46
1,70,-0.07,0.199,0 days 09:06:47
1,70,-0.184,-0.652,0 days 09:06:48
1,70,0.492,-0.473,0 days 09:06:49
1,70,0.086,-0.113,0 days 09:06:50
1,70,-2.172,0.301,0 days 09:06:51
1,70,-0.129,-0.375,0 days 09:06:52
1,70,0.168,-0.457,0 days 09:06:53
1,70,0.43,-0.027,0 days 09:06:54
1,70,0.297,0.102,0 days 09:06:55
1,70,-0.375,-0.359,0 days 09:06:56
1,70,-0.316,0.223,0 days 09:06:57
1,70,0.07,-0.66,0 days 09:06:58
1,70,0.137,-0.113,0 days 09:06:59
1,70,0.082,0.102,0 days 09:07:00
1,70,-0.445,-0.039,0 days 09:07:01
1,70,0.516,-0.57,0 days 09:07:02
1,70,0.762,-0.121,0 days 09:07:03
1,70,0.305,0.152,0 days 09:07:04
1,70,-3.383,0.051,0 days 09:07:05
1,70,0.098,0.199,0 days 09:07:06
1,70,0.266,-0.438,0 days 09:07:07
1,70,0.617,-0.09,0 days 09:07:08
1,70,-0.023,0.0,0 days 09:07:09
1,70,-0.344,-0.414,0 days 09:07:10
1,70,-0.195,0.172,0 days 09:07:11
1,70,0.109,-0.566,0 days 09:07:12
1,70,0.148,-0.078,0 days 09:07:13
1,70,-0.176,0.082,0 days 09:07:14
1,70,-0.004,0.527,0 days 09:07:15
1,70,0.273,-0.688,0 days 09:07:16
1,70,0.758,-0.199,0 days 09:07:17
1,70,0.137,0.098,0 days 09:07:18
1,70,-3.168,-0.246,0 days 09:07:19
1,70,-0.055,0.152,0 days 09:07:20
1,70,-0.035,-0.59,0 days 09:07:21
1,70,0.379,-0.414,0 days 09:07:22
1,70,1.051,0.641,0 days 09:07:23
1,70,0.246,0.602,0 days 09:07:24
1,70,-0.184,0.012,0 days 09:07:25
1,70,0.074,-0.527,0 days 09:07:26
1,70,0.504,-0.137,0 days 09:07:27
1,70,-0.402,0.555,0 days 09:07:28
1,70,-0.047,0.137,0 days 09:07:29
1,70,0.426,-0.824,0 days 09:07:30
1,70,0.832,-0.133,0 days 09:07:31
1,70,0.105,0.07,0 days 09:07:32
1,70,-2.332,-0.254,0 days 09:07:33
1,70,-0.148,-0.176,0 days 09:07:34
1,70,-0.039,-0.512,0 days 09:07:35
1,70,0.141,-0.258,0 days 09:07:36
1,70,1.605,0.293,0 days 09:07:37
1,70,0.066,-0.102,0 days 09:07:38
1,70,0.191,-0.605,0 days 09:07:39
1,70,0.516,-0.465,0 days 09:07:40
1,70,-0.008,-0.094,0 days 09:07:41
1,70,-2.492,0.25,0 days 09:07:42
1,70,-0.215,-0.172,0 days 09:07:43
1,70,-0.012,-0.539,0 days 09:07:44
1,70,0.191,-0.133,0 days 09:07:45
1,70,0.641,0.293,0 days 09:07:46
1,70,0.008,-0.02,0 days 09:07:47
1,70,-0.242,0.082,0 days 09:07:48
1,70,-0.055,-0.52,0 days 09:07:49
1,70,0.414,-0.09,0 days 09:07:50
1,70,-0.605,0.77,0 days 09:07:51
1,70,-0.238,-0.105,0 days 09:07:52
1,70,0.523,-0.859,0 days 09:07:53
1,70,0.973,-0.445,0 days 09:07:54
1,70,0.02,0.031,0 days 09:07:55
1,70,-1.453,0.25,0 days 09:07:56
1,70,-0.012,-0.328,0 days 09:07:57
1,70,-0.129,-0.582,0 days 09:07:58
1,70,0.148,-0.121,0 days 09:07:59
1,70,1.367,0.109,0 days 09:08:00
1,70,-0.063,0.043,0 days 09:08:01
1,70,0.207,-0.563,0 days 09:08:02
1,70,0.5,-0.605,0 days 09:08:03
1,70,0.0,-0.074,0 days 09:08:04
1,70,-1.594,0.223,0 days 09:08:05
1,70,-0.266,-0.336,0 days 09:08:06
1,70,0.215,-0.516,0 days 09:08:07
1,70,0.68,-0.016,0 days 09:08:08
1,70,0.461,-0.031,0 days 09:08:09
1,70,-0.023,-0.246,0 days 09:08:10
1,70,-0.215,-0.023,0 days 09:08:11
1,70,0.309,-0.484,0 days 09:08:12
1,70,0.234,-0.246,0 days 09:08:13
1,70,-0.902,0.617,0 days 09:08:14
1,70,0.0,-0.324,0 days 09:08:15
1,70,0.469,-0.738,0 days 09:08:16
1,70,1.113,-0.363,0 days 09:08:17
1,70,0.035,0.043,0 days 09:08:18
1,70,-1.52,0.199,0 days 09:08:19
1,70,-0.148,-0.129,0 days 09:08:20
1,70,0.074,-0.574,0 days 09:08:21
1,70,0.164,-0.406,0 days 09:08:22
1,70,1.43,0.734,0 days 09:08:23
1,70,0.0,0.336,0 days 09:08:24
1,70,-0.102,-0.105,0 days 09:08:25
1,70,0.406,-0.551,0 days 09:08:26
1,70,-0.074,-0.336,0 days 09:08:27
1,70,-1.16,0.285,0 days 09:08:28
1,70,-0.172,-0.484,0 days 09:08:29
1,70,0.242,-0.574,0 days 09:08:30
1,70,0.473,-0.016,0 days 09:08:31
1,70,0.23,-0.02,0 days 09:08:32
1,70,-0.281,-0.379,0 days 09:08:33
1,70,-0.199,-0.004,0 days 09:08:34
1,70,0.16,-0.531,0 days 09:08:35
1,70,0.391,-0.055,0 days 09:08:36
1,70,-0.504,0.711,0 days 09:08:37
1,70,-0.07,-0.105,0 days 09:08:38
1,70,0.527,-0.82,0 days 09:08:39
1,70,0.914,-0.359,0 days 09:08:40
1,70,-0.02,0.023,0 days 09:08:41
1,70,-1.434,0.203,0 days 09:08:42
1,70,-0.219,-0.195,0 days 09:08:43
1,70,0.059,-0.492,0 days 09:08:44
1,70,0.152,-0.172,0 days 09:08:45
1,70,1.348,0.629,0 days 09:08:46
1,70,-0.141,0.012,0 days 09:08:47
1,70,0.117,-0.52,0 days 09:08:48
1,70,0.605,-0.625,0 days 09:08:49
1,70,0.141,-0.07,0 days 09:08:50
1,70,-1.43,0.426,0 days 09:08:51
1,70,-0.145,-0.355,0 days 09:08:52
1,70,0.016,-0.543,0 days 09:08:53
1,70,0.699,-0.031,0 days 09:08:54
1,70,0.281,-0.008,0 days 09:08:55
1,70,-0.066,-0.242,0 days 09:08:56
1,70,-0.156,-0.059,0 days 09:08:57
1,70,0.215,-0.488,0 days 09:08:58
1,70,0.234,-0.195,0 days 09:08:59
1,70,-0.676,0.738,0 days 09:09:00
1,70,0.051,-0.32,0 days 09:09:01
1,70,0.285,-0.711,0 days 09:09:02
1,70,1.168,-0.406,0 days 09:09:03
1,70,0.152,0.063,0 days 09:09:04
1,70,-1.562,0.191,0 days 09:09:05
1,70,-0.262,-0.141,0 days 09:09:06
1,70,0.082,-0.563,0 days 09:09:07
1,70,0.27,-0.379,0 days 09:09:08
1,70,1.316,0.809,0 days 09:09:09
1,70,0.293,0.414,0 days 09:09:10
1,70,-0.312,-0.105,0 days 09:09:11
1,70,0.473,-0.508,0 days 09:09:12
1,70,-0.07,-0.367,0 days 09:09:13
1,70,-1.285,0.691,0 days 09:09:14
1,70,-0.16,-0.59,0 days 09:09:15
1,70,0.387,-0.672,0 days 09:09:16
1,70,0.672,-0.008,0 days 09:09:17
1,70,0.301,0.016,0 days 09:09:18
1,70,-0.824,0.09,0 days 09:09:19
1,70,-0.125,-0.359,0 days 09:09:20
1,70,0.121,-0.621,0 days 09:09:21
1,70,0.141,-0.105,0 days 09:09:22
